1,1
2,2
2,3
2,4
2,5
6,6
7,7
8,8
9,9
10,10
11,11
7,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
6,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
21,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
31,38
39,39
40,40
41,41
42,42
43,43
43,44
45,45
45,46
45,47
45,48
49,49
50,50
51,51
52,52
43,53
54,54
45,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
49,63
43,64
50,65
61,66
49,67
68,68
69,69
69,70
71,71
72,72
72,73
74,74
75,75
76,76
68,77
78,78
79,79
79,80
79,81
79,82
79,83
84,84
84,85
84,86
84,87
84,88
79,89
79,90
79,91
79,92
79,93
79,94
95,95
96,96
84,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
79,115
101,116
117,117
118,118
119,119
113,120
108,121
110,122
109,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
126,139
140,140
141,141
142,142
143,143
144,144
130,145
133,146
138,147
148,148
149,149
149,150
148,151
152,152
152,153
148,154
155,155
156,156
157,157
158,158
152,159
160,160
161,161
162,162
161,163
152,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
149,175
176,176
149,177
152,178
179,179
180,180
179,181
182,182
183,183
176,184
165,185
148,186
148,187
171,188
173,189
183,190
182,191
165,192
148,193
194,194
194,195
194,196
194,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
198,205
149,206
152,207
208,208
209,209
209,210
211,211
212,212
213,213
213,214
215,215
215,216
215,217
208,218
208,219
220,220
208,221
220,222
211,223
212,224
212,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
220,233
234,234
235,235
229,236
215,237
226,238
239,239
231,240
211,241
242,242
226,243
211,244
245,245
246,246
247,247
248,248
248,249
212,250
251,251
252,252
253,253
254,254
230,255
256,256
228,257
258,258
209,259
260,260
261,261
262,262
263,263
208,264
265,265
266,266
267,267
212,268
269,269
270,270
271,271
260,272
209,273
274,274
234,275
227,276
277,277
261,278
277,279
262,280
281,281
220,282
283,283
211,284
232,285
209,286
228,287
215,288
258,289
290,290
266,291
281,292
246,293
251,294
252,295
251,296
297,297
297,298
299,299
300,300
301,301
301,302
303,303
299,304
300,305
306,306
307,307
308,308
297,309
310,310
310,311
300,312
307,313
314,314
315,315
316,316
317,317
318,318
318,319
318,320
318,321
318,322
318,323
318,324
318,325
318,326
318,327
318,328
318,329
330,330
331,331
331,332
315,333
315,334
315,335
336,336
336,337
338,338
338,339
316,340
316,341
330,342
330,343
344,344
345,345
346,346
347,347
348,348
331,349
336,350
351,351
316,352
315,353
354,354
355,355
356,356
357,357
358,358
359,359
330,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
357,368
369,369
370,370
371,371
318,372
338,373
374,374
375,375
376,376
377,377
378,378
379,379
379,380
358,381
317,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
78,390
391,391
392,392
393,393
344,394
330,395
396,396
397,397
376,398
354,399
355,400
389,401
402,402
366,403
391,404
383,405
358,406
393,407
345,408
378,409
383,410
391,411
391,412
402,413
379,414
379,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
421,426
427,427
428,428
429,429
420,430
417,431
419,432
433,433
428,434
429,435
425,436
420,437
417,438
419,439
422,440
433,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
443,450
451,451
452,452
452,453
454,454
455,455
452,456
457,457
458,458
444,459
457,460
461,461
446,462
463,463
464,464
458,465
466,466
467,467
442,468
452,469
444,470
471,471
472,472
447,473
457,474
475,475
455,476
477,477
449,478
479,479
480,480
481,481
445,482
483,483
484,484
485,485
451,486
480,487
488,488
489,489
466,490
464,491
480,492
442,493
484,494
488,495
445,496
458,497
498,498
499,499
500,500
501,501
500,502
503,503
364,504
505,505
506,506
425,507
425,508
389,509
78,510
358,511
358,512
358,513
514,514
515,515
516,516
516,517
518,518
519,519
520,520
521,521
522,522
523,523
524,524
525,525
526,526
527,527
528,528
529,529
530,530
531,531
532,532
523,533
534,534
535,535
520,536
537,537
538,538
539,539
540,540
541,541
542,542
516,543
538,544
506,545
532,546
547,547
548,548
522,549
550,550
551,551
550,552
553,553
554,554
515,555
308,556
557,557
518,558
559,559
560,560
561,561
562,562
563,563
530,564
565,565
566,566
