MAJOR PROJECT PART 1 (BB1)                         ,BBD451,"",3,0,0,6
NANOSTRUCTURED MATERIALS                           ,PYL705,"",3,3,0,0
RECENT  ADV. IN CHEMICAL ENGG.                     ,CLV797,"",2,2,0,0
SELECTED TOPICS IN ECONOMICS                       ,MSV805,"",1,1,0,0
B.TECH. PROJECT   I                                ,ELD431,"",3,0,0,6
"Climate policy, politics and governance ",HUV705,HU,1,1,0,0
SOLAR PHOTOVOLTAIC DEVICES AND SYSTEMS             ,ESL755,"",3,3,0,0
CONSTRUCTION CONTRACT MGMT.                        ,CVL774,"",3,3,0,0
PROCESS OPTIMIZATION                               ,CLL782,"",3,3,0,0
SEMINAR COURSE IV                                  ,RDQ304,OE,1,0,0,2
COMPUTER COMMUNICATION                             ,ELL402,"",3,3,0,0
INTERFACIAL ENGINEERING                            ,CLL766,"",3,3,0,0
INTRO TO INDUSTRIAL BIOTECH.                       ,CLL271,DC,3,3,0,0
SEMINAR COURSE 2                                   ,TXQ302,"",1,0,0,2
COMPUTATIONAL HEAT TRANSFER                        ,MCL813,"",4,3,0,2
MAJOR PROJECT PART 2 (BB5)                         ,BBD854,"",16,0,0,32
SPL. TOPICS IN THEO. COMP. SC. ,COL863,"",3,3,0,0
ADV. CHE. ENGG. THERMODYNAMICS                     ,CLL732,"",3,3,0,0
INTRODUCTION TO DATA BASESYSTEMS                   ,COL632,"",4,3,0,2
SEMINAR COURSE   II                                ,RDQ302,OE,1,0,0,2
INTRO. TO ELECTRICAL ENGG.                         ,ELL100,"",4,3,0,2
EVALUATION OF TEXTILES LAB                         ,TXP361,DC,1,0,0,2
ADVANCED CONTROL LABORATORY                        ,ELP801,"",2,0,0,4
DYNAMICS OF MICROBIAL SYSTEMS                      ,BBL736,"",3,3,0,0
ADVANCED ALGORITHMS                                ,COL758,"",4,3,0,2
STOCHASTIC MODELING AND SIMULATION                 ,MCL770,PE,3,3,0,0
THE PHILOSOPHY OF LANGUAGE                         ,HUL843,"",3,3,0,0
INTERPERSONAL BEHAVIOR & TEAM DYNAMICS             ,MSL727C,SE,1.5,1.5,0,0
SEMINAR COURSE   I                                 ,COQ301,"",1,0,0,2
COMP.  AIDED PRODUCT DETAILING                     ,DSP711,PC,3,1,0,4
Approaches to Science and Technology Policy Studies ,HSL702,"",1.5,1.5,0,0
SOLID STATE PHYSICS                                ,PYL114,"",4,3,1,0
AUTOMOTIVE STRUCTURAL DESIGN                       ,MCL421,DE,3,2,0,2
OPERATION AND CONTROL OF ELECTRICAL ENERGY SYSTEMS ,ESL796,"",3,3,0,0
MINOR PROJECT                                      ,ELD780,"",2,0,0,4
DIAGNOSTIC MAINTENANCE AND MONITORING              ,ITL702,"",4,3,0,2
SPECIAL TOPICS IN COGNITIVE & INTELLIGENT SYSTEMS  ,ELL457,"",3,3,0,0
MAJOR PROJECT PART I                               ,CVD810,"",6,0,0,12
SEMINAR COURSE V                                   ,RDQ305,OE,1,0,0,2
MAJOR PROJECT PART 1 (CO)                          ,CSD853,"",4,0,0,8
MAJOR PROJECT PART II                              ,CVD832,"",12,0,0,24
MAJOR PROJECT PART 2 (MT)                          ,MAD852,"",14,0,0,28
MINOR PROJECT                                      ,MSD792,"",3,0,0,6
MINOR PROJECT (CET)                                ,CVD776,"",3,0,0,6
BIOMASS LABORATORY                                 ,RDP750,OE,3,0,0,6
CRITICAL READING IN PHILOSOPHICAL                  ,HSL751,"",3,3,0,0
MAJOR PROJECT PART II                              ,JSD802,PE,12,0,0,24
SEMINAR COURSE   I                                 ,BBQ301,"",1,0,0,2
The Psychology of Leadership and Social Change ,HSL766,PC,3,3,0,0
COMBINATORIAL BIOTECHNOLOGY                        ,BBL745,"",3,3,0,0
TRAN. & INNER TRAN. METAL CHE.                     ,CML524,"",3,3,0,0
PROJECT III                                        ,PYD414,"",4,0,0,8
DESIGN AND METALLURGY OF WELDE                     ,MCL778,"",4,3,0,2
GENOME AND HEALTHCARE                              ,SBL720,"",3,3,0,0
RESTRUCTURED POWER SYSTEM                          ,ELL870,"",3,3,0,0
MINOR PROJECT IN STRUCTURAL ENGINEERING            ,CVD756,"",3,0,0,6
MAJOR PROJECT PART 1 (CM)                          ,CHD871,PC,6,0,0,12
ANALYSIS AND DESIGN OF UNDERGROUND STRUCTURES      ,CVL713,"",3,3,0,0
ENERGY MATERIALS AND DEVICES                       ,PYL727,"",3,3,0,0
COLLOQUIUM (ME)                                    ,MEC410,"",3,0,3,0
INDEPENDENT STUDY (EE1)                            ,ELS310,"",3,0,3,0
RF AND MICROWAVE SOLID STATE DEVICES               ,CRL722,PE,3,3,0,0
SOCIOLOGY OF INDIA                                 ,HSL772,"",3,3,0,0
DESIGN FOR USABILITY                               ,DSL782,PE,3,2,0,2
ADVANCED COMPUTER NETWORKS                         ,COL724,"",4,3,0,2
STRUCTURAL ANALYSIS I                              ,CVL242,"",3,3,0,0
Structural Vibration Control ,CVL865,PC,3,3,0,0
MAJOR PROJECT PART I (CES)                         ,CVD757,"",9,0,0,18
MINOR PROJECT                                      ,CLD771,PC,3,0,0,6
MAJOR PROJECT PART 1 (BB5)                         ,BBD851,"",6,0,0,12
MANUFACTURING SYSTEM DESIGN                        ,MCL361,"",3,3,0,0
THEORY OF STEEL STRUCTURES                         ,CVL761,"",3,3,0,0
Bio organic and Medicinal chemistry                ,CML673,"",3,3,0,0
APPLIED QUANTUM MECHANICS                          ,PYL331,"",3,3,0,0
PRODUCT INTERFACE & DESIGN                         ,DSP741,PC,2,1,0,2
AIR AND NOISE POLLUTION                            ,CVL313,"",3,3,0,0
PRODUCT DESIGN PROJECT 1                           ,AMP776,"",4,2,0,4
INTRODUCTION TO ECONOMICS                          ,HUL211A,HU,4,3,1,0
Independent Study ,ELS880,"",3,3,0,0
HYDRAULICS LABORATORY                              ,CVP281,"",1,0,0,2
EXCAVATION METHODS & UNDERGROUND SPACE TECHNOLOGY  ,CVL715,"",3,3,0,0
ENGG. PHYSICS LABORATORY II                        ,PYP212,"",3,0,0,6
MIMO WIRELESS COMMUNICATIONS                       ,ELL815,"",3,3,0,0
CHEMICAL ENGINEERING LAB   II                      ,CLP302,DC,1.5,0,0,3
GEOENVIRONMENTAL ENGINEERING                       ,CVL703,"",3,3,0,0
SUSTAINABLE MATERIALS AND GREE                     ,CVL875,"",3,3,0,0
BROADBAND COMMUNICATION SYSTEM                     ,ELL723,"",3,3,0,0
MINOR PROJECT (COMMUNICATION E                     ,ELD810,"",3,0,0,6
"SCIENCE, TECHNOLOGY AND SOCIETY                    ",HUL371A,HU,3,3,0,0
STOCHASTIC FILTERING AND IDENT                     ,ELL705,"",3,3,0,0
DURABILITY AND REPAIR OF CONCR                     ,CVL871,"",3,3,0,0
MAJOR PROJECT PART I                               ,AMD811,"",6,0,0,12
MINOR PROJECT (EEA)                                ,ELD800,"",3,0,0,6
LAB III                                            ,CMP521,"",2,0,0,4
MECHANICAL ENGG. DRAWING                           ,MCL201,DC,3.5,2,0,3
BANKING AND FINANCIAL SERVICES                     ,MSL871,PE,1.5,1.5,0,0
BTP PART II                                        ,ELD458,"",8,0,0,16
CONTROL ENGINEERING                                ,MCL741,PE,4,3,0,2
CONTROL THEORY & APPLICATIONS                      ,MCL212,DC,4,3,0,2
SYNTHESIS OF INDUSTRIALLY IMPO                     ,CML724,"",3,3,0,0
MAJOR PROJECT PART II                              ,JTD802,"",12,0,0,24
DIFFERENTIAL EQUATIONS                             ,MTL102,"",3,3,0,0
MAJOR THESIS PART I                                ,CVD720,"",6,0,0,12
MICROECONOMICS                                     ,HUL212,HU,4,3,1,0
MAJOR PROJECT IN COMPLEX FLUID                     ,CLD413,DE,5,0,0,10
QUANTUM MECHANICS II                               ,PYL556,"",3,3,0,0
THE EARTH`S ATMOSPHERE:PHYSICAL PRINCIPLES         ,ASL360,"",3,3,0,0
FOOD QUALITY AND SAFETY                            ,RDL760,OE,3,3,0,0
BIOMEDICAL OPTICS & BIO PHOTO.                     ,PYL760,"",3,3,0,0
COMMUNICATION ENGINEERING LAB.                     ,ELP311,"",1,0,0,2
CLOUD PHYSICS                                      ,ASL754,"",3,3,0,0
ENGINEERING ELECROMAGNETICS                        ,ELL212,"",4,3,1,0
MECHANICS OF SPINNING MACHINES LAB                 ,TXP725,PC,1,0,0,2
ELECTRICAL SYSTEMS FOR CONSTRUCTION INDUSTRIES     ,ELL769,"",4,3,0,2
STRUCTURES & PROP. OF POLYMERS                     ,CLL767,"",3,3,0,0
GEN. RELATIVITY & INTRO. ASTR.                     ,PYL742,"",3,3,0,0
HRM SYSTEMS                                        ,MSL705A,PC,1.5,1.5,0,0
Orthopaedic Device Design ,BML771,PE,2,2,0,0
SC. & APP. OF NANOTEC. IN TEX.                     ,TXL740,PE,3,3,0,0
ECONOMETRICS                                       ,MSL721,SE,3,3,0,0
BTP PART II                                        ,ELD457,"",8,0,0,16
APPLICATIONS OF THEORY OF PLATES AND SHELLS        ,AML832,"",2,2,0,0
EVALUATION OF TEXTILE MATERIALS                    ,TXP761,PC,2,0,0,4
POLYMER COMPOSITES                                 ,PTL712,"",3,3,0,0
POLYMER PROCESSING                                 ,PTL702,"",3,3,0,0
INFORMATION SYSTEMS MANAGEMENT                     ,MSL713C,PC,3,3,0,0
FLUID SOLID SYSTEMS                                ,BBL432,DC,2,2,0,0
MINIMALIST ARCHITECTURE OF GRAMMAR                 ,HSL841,"",3,3,0,0
TECHNICAL COMMUNICATION FOR CHEMICAL ENGINEERS     ,CLP704,"",1,0,0,2
MACHINE LEARNING                                   ,COL774,"",4,3,0,2
TRANSPORTATION LOGISTICS                           ,CVL850,"",3,3,0,0
MAJOR PROJECT PART II                              ,JPD802,"",12,0,0,24
SEMINAR COURSE ONENERGY ENVIRONMENT INTERACTION    ,ESQ308,"",1,0,0,2
OPERATIONS MANAGEMENT                              ,MSL745A,PC,3,3,0,0
DESIGN PRACTICES                                   ,COP290,"",3,0,0,6
MAJOR PROJECT(MSR)                                 ,BSD895,"",40,0,0,80
MGMT. OF INTELLECTUAL PR. RIG.                     ,MSL802,PE,3,3,0,0
INDUSTRY AND WORK CULTURE UNDE                     ,HUL378,HU,3,3,0,0
ADVANCED HYDRAULICS                                ,CVL734,"",3,3,0,0
AN INTRODUCTION TO LITERATURE                      ,HUL231,HU,4,3,1,0
SEMINAR (CASE MATERIAL BASED)MINOR PROJECT         ,HSD700,"",3,0,0,6
MAJOR PROJECT PART I (INTEGRAT                     ,ELD831,"",6,0,0,12
TURBULENCE AND ITS MODELING                        ,APL713,"",3,3,0,0
DIGITAL COMMUNICATIONS                             ,ELL411,"",4,3,0,2
PRODUCT REALIZATION BY MANF.                       ,MCP101,"",2,0,0,4
INDEPENDENT STUDY                                  ,COS799,"",3,0,3,0
AUTOMOTIVE DESIGN                                  ,MCL736,"DE,PE",4,3,0,2
"Ethnic Identity, Development and Democratization in North east India ",HUL875,"",3,3,0,0
APPLICATIONS OF MATHEMATICS IN BIOMEDICAL ENG.     ,BML737,PC,2,2,0,0
INTRODUCTION TO MEMS DESIGN                        ,ELL742,"",3,3,0,0
MACROECONOMIC ENV. OF BUSINESS                     ,MSL720A,PC,3,3,0,0
DIGITAL CONTROL OF POWER ELECT                     ,ELL850,"",3,3,0,0
MAJOR PROJECT PART II                              ,MCD832,"",12,0,0,24
SELECTED TOPICS IN INFORMATION PROCESSING I        ,ELL823,"",3,3,0,0
SPL. TOPICS IN CRYPTOGRAPHY                        ,COL872,"",3,3,0,0
MANUFACTURED FIBRE TECHNO. LAB                     ,TXP212,DC,1,0,0,2
APPLIED OPTICS                                     ,PYL560,"",4,3,1,0
ADVANCED OPTICAL WORKSHOP                          ,PYP764,"",3,0,0,6
Introduction to research methodology ,HSV781,"",1.5,1.5,0,0
OPTICAL ELECTRONICS                                ,PYL792,"",3,3,0,0
INSTRUMENT DESIGN AND SIMULATIONS                  ,DSL714,PC,3,2,0,2
EMBEDDED SYSTEMS                                   ,ELL365,"",3,3,0,0
TEXTILE AUXILIARIES                                ,TXL756,PE,3,3,0,0
NUMBER THEORY                                      ,MTL145,"",3,3,0,0
INFORMATION SYSTEMS MANAGEMENT                     ,MSL713A,PC,3,3,0,0
SOCIAL  SECTOR ATTACHMENT                          ,MST894,NC,1,0,0,2
MIND                                               ,HUL381B,HU,3,3,0,0
TRAFFIC FLOW MODELLING                             ,CVL849,"",3,3,0,0
BTP PART II                                        ,ELD450,"",8,0,0,16
SPL. MODULE IN HIGH SPEED NET.                     ,COV887,"",1,1,0,0
PRESTRESSED CON. & IND. STRUC.                     ,CVL443,"",3,3,0,0
INTRO. TO BIOLOGY FOR ENGINEER                     ,SBL100,"",4,3,0,2
NANOMEDICINE                                       ,BML860,PE,3,3,0,0
INDUSTRY/ RESEARCH DESIGN PRO.                     ,DSD892,PC,9,0,0,18
CONSTRUCTION PRACTICES                             ,CVL244,"",2,2,0,0
MAJOR THESIS PART II                               ,CVD801,"",12,0,0,24
MOLECULAR MODELLING AND SIMULA                     ,CML801,"",3,3,0,0
SELECTED TOPICS IN I T MANAGEMENT                  ,MSV803,"",1,1,0,0
STOCHASTIC PROCESSES & ITS APP                     ,MTL725,"",3,3,0,0
FINITE ELEMENT IN WATER RESOU.                     ,CVL735,"",3,3,0,0
MASS TRANSFER II                                   ,CLL352,DC,4,3,1,0
HUMAN VALUES AND TECHNOLOGY                        ,VEL700,"",3,2,1,0
OPTICAL COMMUNICATION SYSTEMS                      ,ELL717,"",3,3,0,0
BTP PART II                                        ,ELD452,"",8,0,0,16
ENVIRONMENTAL QUALITY MODELING                     ,CVL728,"",3,3,0,0
HEAT TRANSFER FOR CHEMICAL ENG                     ,CLL251,DC,4,3,1,0
SCIENCE OF CLIMATE CHANGE                          ,ASL736,"",3,3,0,0
PROFE. ETHICS &SOCIAL RESP. 2                      ,NEN101,"",0.5,0,0,1
NUCLEAR SCIENCE & ENGINEERING                      ,PYL302,"",3,3,0,0
SPL. TOPICS IN ARTIFICIAL INT.                     ,COL864,"",3,3,0,0
TEXTILE PREPARATION AND FINISHING LAB              ,TXP748,PC,1,0,0,2
MS RESEARCH PROJECT                                ,SID890,"",40,0,0,80
"HEATING, VENTILATING AND AIR C                     ",MCL818,"",3,3,0,0
CAD & FINITE ELEMENT ANALYSIS                      ,MCL311,DC,4,3,0,2
COMPLEX ANALYSIS                                   ,MTL506,"",4,3,1,0
RF AND MICROWAVE MEASUREMENT SYSTEM TECHNIQUES     ,CRL724,PC,3,3,0,0
BTP PART II                                        ,ELD455,"",8,0,0,16
FINANCIAL MATHEMATICS                              ,MTL732,"",3,3,0,0
MAJOR PROJECT PART II                              ,MTD854,"",18,0,0,36
DESIGN AND SYSTEM LABORATORY                       ,ELP305,"",1.5,0,0,3
MAJOR PROJECT PART I                               ,JVD811,"",12,0,0,24
SPECIAL MODULE IN PARALLEL CO.                     ,COV880,"",1,1,0,0
ANALYSIS & DESIGN OF M/C FOU.                      ,CVL861,"",3,3,0,0
BIOLOGICAL WASTE TREATMENT                         ,BBL742,"",4,3,0,2
CRYPTOGRAPHY                                       ,MTL730,"",3,3,0,0
MAJOR PROJECT PART II                              ,JID802,"",12,0,0,24
RENEWABLE ENERGY METEOROLOGY                       ,ASL760,"",3,3,0,0
SEMICONDUCTOR DEVICE TECHNOLOGY                    ,PYL726,"",3,3,0,0
SELF ORGANIZING DYNAMICAL SYSTEMS                  ,ESL300,"",3,3,0,0
FABRIC MANUFACTURE LAB.   I                        ,TXP231,DC,1,0,0,2
INDIAN FICTION IN ENGLISH                          ,HUL239,HU,4,3,1,0
CONVECTIVE HEAT TRANSFER                           ,MCL814,"",3,3,0,0
COMPUTATIONAL FLUID DYNAMICS                       ,APL720,"",4,3,0,2
MACROECONOMICS                                     ,HSL713,"",3,3,0,0
THEORY OF CONCRETE STRUCTURES                      ,CVL760,"",3,3,0,0
DIFFRACTIVE AND MICRO OPTICS                       ,PYL780,"",3,3,0,0
MAJOR PROJECT (UNIQUE CORE)                        ,MSD891,"",6,0,0,12
INTRODUCTION TO MACHINE LEARNI                     ,ELL784,"",3,3,0,0
ENGG. FAILURE ANALYSIS & PREV.                     ,APL767,"",3,3,0,0
MAJOR PROJECT PART II (CEC)                        ,CVD773,"",12,0,0,24
MINI PROJECT                                       ,MTD350,"",3,0,0,6
THE SOCIOLOGY OF RELIGION                          ,HUL375,HU,3,3,0,0
OPERATIONS MANAGEMENT                              ,MSL745B,PC,3,3,0,0
MAJOR PROJECT PARTII                               ,CLD882,PC,12,0,0,24
"ENERGY,ECOLOGY AND ENVIRONMENT                     ",ESL710,"",3,3,0,0
QUANTUM MECHANICS                                  ,PYL112,"",4,3,1,0
MAJOR PROJECT PART II                              ,ELD812,"",12,0,0,24
BUILDING SERVICES AND MAINTENA                     ,CVL778,"",3,3,0,0
Inorganic Polymers ,CML682,PC,3,3,0,0
ECONOMETRIC METHODS                                ,HUL315,HU,3,3,0,0
OPTIMAL CONTROL THEORY                             ,ELL703,"",3,3,0,0
THEORY OF TEXTILE STRUCTURES                       ,TXL371,DC,4,3,1,0
TOPOLOGY                                           ,MTL507,"",4,3,1,0
RESOURCE MANAGEMENT IN COMPUTER SYSTEMS            ,COL633,"",4,3,0,2
CHEMICAL ENGG. THERMODYNAMICS                      ,CLL121,DC,4,3,1,0
MANAGERIAL ECONOMICS                               ,MSL780,PC,1.5,1.5,0,0
ADVANCED OPERATIONS RESEARCH                       ,MCL865,PE,3,3,0,0
FINANCIAL MANAGEMENT                               ,MSL708A,PC,3,3,0,0
ORGANIZATION THEORY                                ,MSL733A,SE,1.5,1.5,0,0
BIOMEDICAL SIGNAL AND IMAGE PR                     ,BML735,PE,3,2,0,2
WIRELESS COMMUNICATIONS                            ,ELL725,"",3,3,0,0
CHEMICAL REACTION ENGG I                           ,CLL122,DC,4,3,1,0
CONTROL ENGINEERING I                              ,ELL225,"",4,3,1,0
LANGUAGE & WRITING SKILL 2                         ,NLN101,"",1,0,0,2
Civil Society and Democracy in India ,HUL874,"",3,3,0,0
SEMINAR COURSE   I                                 ,ELQ301,"",1,0,0,2
ELECTROMECHANICS LABORATORY                        ,ELP203,"",1.5,0,0,3
FUNCTIONAL ANALYSIS                                ,MTL411,"",3,3,0,0
COMPUTATIONAL METHODS                              ,MCL782,"",2,2,0,0
MAJOR PROJECT PART II                              ,ELD802,"",12,0,0,24
ENVIRONMENTAL SCIENCE                              ,CVL100,"",2,2,0,0
OPERATING SYSTEMS                                  ,ELL783,"",4,3,0,2
MICRO AND NANO MANUFACTURING                       ,MCL331,"",3,3,0,0
DIGITAL ELECTRONICS                                ,ELL201,"",4.5,3,0,3
SPECIAL MODULE IN INFORMATIONPROCESSING  I         ,ELV781,"",1,1,0,0
SOIL MECHANICS                                     ,CVL222,"",3,3,0,0
MOLECULAR THERMODYNAMICS                           ,CML521,"",3,3,0,0
CHEM. PROCESS TECH.& ECONOMICS                     ,CLL371,DC,4,3,1,0
WASTE WATER ENGINEERING                            ,CVL723,"",3,3,0,0
MINOR PROJECT                                      ,CVD700,"",3,0,0,6
SOIL DYNAMICS AND EARTHQUAKE GEOTECHNICAL ENGG.    ,CVL706,"",3,3,0,0
MAJOR PROJECT   II                                 ,CLD782,PC,12,0,0,24
POLYMER TESTING & PROPERTIES                       ,PTL706,"",3,3,0,0
APPLIED LINGUISTICS                                ,HUL888,"",3,3,0,0
MINOR DESIGN PROJECT   VII                         ,TXD357,"",2,0,0,4
BIOINSPIRATION AND BIOMIMETICS                     ,SBV750,"",1,1,0,0
TRANSPORTATION ENGG. LABORATOR                     ,CVP261,"",1,0,0,2
PROJECT PART II                                    ,CMD641,"",10,0,0,20
DIGITAL IMAGE PROCESSING                           ,ELL715,"",4,3,0,2
POLYMER TECHNOLOGY                                 ,PTL709,"",3,3,0,0
NEURAL SYSTEMS AND LEARNING MA                     ,ELL791,"",4,3,0,2
Global Political Economy ,HSV319,"",1,1,0,0
B.TECH.PROJECT   II                                ,MCD412,"",7,0,0,14
B.TECH PROJECT PART 2                              ,COD494,"",8,0,0,16
WIRELESS COMMUNICATION LABORAT                     ,ELP725,"",3,0,1,4
SEMINAR COURSE   II                                ,MCQ302,"",1,0,0,2
ULTRA FAST OPTICS & APPLICATI.                     ,PYL770,"",3,3,0,0
SOLAR ARCHITECTURE                                 ,ESL840,"",3,3,0,0
MAJOR PROJECT PART 1 (CS)                          ,CSD411,"",4,0,0,8
ELECTRODYNAMICS                                    ,PYL552,"",4,3,1,0
SPECIAL TOPICS IN COMPUTERS 1                      ,ELL880,"",3,3,0,0
SEMINAR COURSE IV                                  ,ESQ304,"",1,0,0,2
BIOINFORMATICS                                     ,BBL434,DC,3,2,0,2
CHARACTERISATION TEC. FOR MAT.                     ,PYL707,"",3,3,0,0
"BIOMEDICAL ETHICS, SAFETY AND REGULATORY AFFAIRS   ",BML760,PC,2,2,0,0
SEMINAR COURSE   III                               ,BBQ303,"",1,0,0,2
ADVERTISING AND SALESPROMOTION MANAGEMENT          ,MSL863,PE,3,3,0,0
BIOPHYSICAL CHEMISTRY                              ,CML665,"",3,3,0,0
BASIC ORGANOMETALIC CHEMISTRY                      ,CML525,"",3,3,0,0
PRODUCT RELIABILITY & MAINTENANCE                  ,APL871,"",3,3,0,0
SOCIAL SCIENCE APPROACHES TO DEVELOPMENT           ,HUL286A,HU,4,3,1,0
SELECTED TOPICS IN COMMUNICATI                     ,ELL822,"",3,3,0,0
MAJOR PROJECT PART II                              ,CVD854,"",12,0,0,24
WIRELESS OPTICAL COMMUNICATION                     ,ELL814,"",3,3,0,0
WATER POWER ENGINEERING                            ,CVL482,"",3,2,0,2
MAJOR PROJECT (UNIQUE CORE)                        ,MSD892,"",6,0,0,12
BTP PART II                                        ,ELD451,"",8,0,0,16
ADVANCES IN FINISHING OF TEXTILES                  ,TXL748,PC,3,3,0,0
FIBER OPTICS AND OPTICAL COMMUNICATION LAB.II      ,JOP792,"",3,0,0,6
MS RESEARCH PROJECT                                ,ELD895,"",36,0,0,72
FUNDAMENTALS OF LANGUAGE SCIENCES                  ,HUL242,HU,4,3,1,0
IEC LABORATORY II                                  ,ELP832,"",3,0,0,6
EMBEDDED SYSTEM DESIGN PROJECT                     ,COP315,"",4,0,1,6
DESIGN OF EXPER. & STAT. TECH.                     ,TXL783,"",3,3,0,0
PROGRAMMING LANGUAGES                              ,COL226,"",5,3,0,4
ELECTRONIC TECH. FOR SIGNAL CONDITIONING & INTERFA ,DSL712,PC,3,3,0,0
MANUFACTURING LABORATORY II                        ,MCP331,"",1,0,0,2
SELECTED TOPICS IN ECONOMICS                       ,HUL320,HU,3,3,0,0
DETECTION & ESTIMATION THEORY                      ,ELL719,"",3,3,0,0
BIOPROCESS TECHNOLOGY                              ,BBL431,DC,2,2,0,0
ADVANCED POWER SYSTEM OPTIMIZA                     ,ELL776,"",3,3,0,0
SUBMARINE DESIGN                                   ,AML795,"",3,3,0,0
PHYSICS LABORATORY                                 ,PYP100,"",2,0,0,4
FIBER OPTIC COMPONENTS AND DEVICES                 ,PYL891,"",3,3,0,0
INTERPERSONAL BEHAVIOR & TEAM DYNAMICS             ,MSL727A,SE,1.5,1.5,0,0
PUBLIC TRANSPORTATION SYSTEMS                      ,CVL746,"",3,3,0,0
I.C. TECHNOLOGY                                    ,ELL730,"",3,3,0,0
WHAT IS A TEXT                                     ,HSL731,"",3,3,0,0
ELECTRICAL & ELECTRONIC INSTR.                     ,ELL301,"",3,3,0,0
MAJOR PROJECT PART I                               ,ELD871,"",6,0,0,12
SEMINAR COURSE ON BIOENERGY                        ,ESQ306,"",1,0,0,2
SECURITY ANALYSIS & PORTFOLIOMANAGEMENT            ,MSL873,PE,3,3,0,0
SOFTWARE ENGINEERING                               ,COL740,"",4,3,0,2
MINOR PROJECT                                      ,CHD771,PC,4,0,0,8
MECHANICS OF SOLIDS AND FLUIDS                     ,APL105,"",4,3,1,0
INTRO. TO DATABASE MGMT. SYST.                     ,COL362,"",4,3,0,2
TECHNICAL TEXTILES                                 ,TXL775,"",3,3,0,0
LASER SYSTEMS AND APPLICATIONS                     ,PYL752,"",3,3,0,0
ENTREPRENEURSHIP                                   ,MCL759,PE,3,3,0,0
CIVIL ENGINEERING SEMINAR                          ,CVQ301,"",1,0,0,2
MICROELECTRONIC DEVICES                            ,PYL306,"",3,3,0,0
FINANCIAL MANAGEMENT                               ,MSL708B,PC,3,3,0,0
APPLIED SPECTROSCOPY                               ,CML737,"",3,3,0,0
"HERBAL,MEDICINAL ANDAROMATIC PRODUCTS              ",RDL726,OE,3,3,0,0
VALUE ENGINEERING AND LIFE CYC                     ,MCL771,PE,3,3,0,0
HIGH DIMENSIONAL BIOLOGY                           ,SBL201,"",3,3,0,0
CURRENT TOPICS IN BIOCHEMICALENGINEERING AND BIOTE ,BBL746,"",3,3,0,0
"POWER GENERATION ,TRANSMISSION & DISTRIBUTION      ",ESL718,"",3,3,0,0
MAJOR PROJECT                                      ,MCD895,"",40,0,0,80
FUNDAMENTALS OF COMP. FLUID DY                     ,CLL768,"",3,2,0,2
ELECTRODYNAMICS                                    ,PYL111,"",4,3,1,0
HETERO. CATALYSIS & CATA. REA.                     ,CLL727,"",3,3,0,0
SOLID STATE MATERIALS LABORATORY II                ,PYP702,"",3,0,0,6
MINI PROJECT                                       ,MCD310,"",3,0,0,6
MAJOR PROJECT PART II                              ,JOD802,"",12,0,0,24
SPECIAL MODULE IN MACHINE LEA.                     ,COV878,"",1,1,0,0
SHIP DYNAMICS                                      ,AML793,"",3,3,0,0
ADVANCED OPTICS LABORATORY                         ,PYP762,"",3,0,0,6
INTERMEDIATE HEAT TRANSFER                         ,MCL347,"",3,3,0,0
ADVANCED DATA ANALYSIS FOR WEATHER AND CLIMATE     ,ASP820,"",3,1,0,4
MAJOR PROJECT PART 1 (ME)                          ,MED411,"",3,0,0,6
SPECIAL MODULE IN COMPUTERS                        ,ELV780,"",1,1,0,0
COMPUTER AIDED DESIGN OF ELECT                     ,ELL851,"",3,3,0,0
LABORATORY II                                      ,PYP562,"",4,0,0,8
STATISTICAL METHODS                                ,MTL390,"",4,3,1,0
MAJOR PROJECT PART II                              ,ELD852,"",12,0,0,24
SEMINAR COURSE ON ALTERNATIVEFUELS FOR TRANSPORTAT ,ESQ309,"",1,0,0,2
POWER PLANT ENGG.                                  ,ESL714,"",3,3,0,0
PLASMONIC SENSORS                                  ,PYL772,"",3,3,0,0
MAJOR  PROJECT PART   II                           ,CMD807,"",9,0,0,18
SELECTED TOPICS ININFORMATION PROCESSING   II      ,ELL824,"",3,3,0,0
SIGNALS AND SYSTEMS                                ,ELL205,"",4,3,1,0
HRM SYSTEMS                                        ,MSL705C,PC,1.5,1.5,0,0
CONSTRUCTION PRACTICES AND EQ                      ,CVL776,"",3,3,0,0
THEORY OF PLATES AND SHELLS                        ,AML831,"",3,3,0,0
SURFACE PHYSICS AND ANALYSIS                       ,PYL725,"",3,3,0,0
STATISTICAL PHYSICS                                ,PYL202,"",4,3,1,0
INTRODUCTION TO COMPLEX FLUIDS                     ,CLL771,"",3,3,0,0
APPLIED BIOCATALYSIS                               ,CML739,"",3,3,0,0
DESIGN OF PRECISION MACHINES                       ,MCL747,"DE,PE",3,2,0,2
MINI PROJECT (AM)                                  ,AMD310,"",3,0,0,6
MINI PROJECT IN ROBOTICS                           ,JRD301,"",7,0,0,14
MAJOR PROJECT PART II                              ,AMD814,"",12,0,0,24
CANCER CELL BIOLOGY                                ,BBL749,"",4.5,3,0,3
SAFETY & HAZARDS IN PROC. IND.                     ,CLL475,DE,3,3,0,0
DESIGN OF WIND POWER FARMS                         ,MCL825,"",4,3,0,2
MAJOR PROJECT PART I (CET)                         ,CVD777,"",9,0,0,18
MODERN ENGINEERING MATERIALS                       ,APL750,"",3,3,0,0
