3218$738
6514$21
10075$1341
2644$732
13327$827
1759$453
11772$1792
7437$1628
12152$1703
6199$677
4134$686
4543$594
8289$1419
7563$1172
13314$827
11497$1028
11813$1819
10625$827
10151$1412
9391$1562
6597$900
5726$1017
6076$486
10632$1958
10869$2
2711$1684
10122$515
9025$1262
9390$1559
5109$515
6182$954
14117$503
8374$402
1309$12
11133$1555
5973$998
5847$953
952$23
14124$1380
14307$827
4824$677
3879$1773
1164$1098
14041$83
6011$81
5051$20
13063$1495
12497$1857
12894$1687
11613$1816
9129$971
2442$21
2777$1578
2477$1140
6021$6
5868$1153
5742$21
12980$1469
834$551
13204$1500
4888$610
5285$484
14534$2057
4513$584
13579$2065
3277$350
4442$465
2581$21
10986$5
9378$1562
13953$1841
6037$843
4918$610
6213$850
6218$677
9912$1379
2874$714
5090$1578
6273$1548
4948$610
1463$630
2796$6
11151$522
6883$909
2640$733
3738$1152
4518$582
14122$486
6520$891
10154$1337
12871$1904
11512$1777
1895$1612
1080$193
6554$996
1482$2060
11107$1879
3796$81
1807$943
2804$81
12312$1211
12653$1207
3932$1098
2753$1549
9742$1139
4075$453
14347$2023
10016$1341
2013$186
9073$1752
14012$1130
13797$1114
2067$1877
9097$1278
4937$610
1485$12
3650$3
14143$515
9949$1379
7208$1051
5916$947
13970$83
14077$1578
847$834
4794$525
5062$1636
3852$1578
2529$4
2051$1892
6552$892
2351$990
4282$415
10425$1443
11143$1539
12230$1467
5884$945
10087$1381
7501$19
8971$1064
6353$971
4853$1131
12935$1479
13149$1491
2539$291
14258$2040
4697$1135
5804$526
13025$1498
10840$872
2609$679
2606$734
10221$942
12781$2065
12770$1604
10775$1461
12380$1892
3816$1634
1396$1589
4766$530
3977$3
6191$945
904$1744
6235$850
11574$1800
4805$946
5089$942
13553$1209
4086$81
5203$71
13061$1481
13972$2016
10915$1565
3319$352
13980$2037
1239$827
13534$1113
5779$950
5002$2
5174$643
13449$1483
3601$547
14306$2005
10004$1140
9810$1624
4741$1138
5849$841
9650$1846
13890$2035
11123$1569
9798$1130
8552$1951
4698$1935
1268$69
10775$827
3067$326
4026$452
132$253
2827$731
7499$13
2102$205
10865$1525
13027$1477
3041$324
10932$559
12873$538
14439$1311
4441$469
11093$1568
13722$1890
2679$1133
6353$1003
357$281
10475$1352
6424$876
7032$1068
8460$1720
10976$1554
8758$1234
3655$1844
9904$1582
13712$722
9423$1561
1012$24
10026$1341
10155$1878
1079$1719
4734$1842
5932$1552
12529$1843
2600$680
1717$4
14243$1935
4684$3
2053$1948
12681$1604
2022$827
3967$473
2398$289
11091$1537
2562$743
1480$2059
2903$693
9778$1383
2430$290
4828$5
2768$1582
13907$1138
11406$2
3311$433
9848$1628
7045$911
331$15
7032$827
5765$840
14249$2013
9629$1401
6660$554
9488$1325
3453$355
4592$827
3732$1890
5902$841
9990$3
5928$522
13221$1912
1708$1134
7355$1067
1377$827
5395$751
11400$1935
11151$1552
4002$476
5014$548
2781$1582
11478$1777
4813$5
11575$5
11799$1796
4800$5
11032$1380
6805$827
11439$1047
1904$455
11224$802
5661$1064
8889$1035
2661$733
3721$454
11121$1570
5466$1098
11440$1098
9732$677
3888$1549
13751$2
4940$6
9026$969
13908$523
5898$999
10917$4
11565$1098
8665$259
14052$2016
5633$640
12700$314
11075$21
9753$1403
11103$1890
11157$1572
2256$834
5892$1143
3140$334
10663$1459
2472$743
4912$6
538$2062
10925$1569
10668$1890
3968$470
11967$1098
6258$1548
2581$685
4409$465
2599$679
6130$952
5038$530
13444$1923
13595$1892
2621$292
2665$732
2500$291
